1605,A,6.753594,-4.76491,0.6823475;
1605,A,7.301866,-4.1160817,0.7445967;
1605,A,7.6107183,-3.8407485,1.1133038;
1605,A,8.999355,-3.9867947,1.0702082;
1605,A,10.9961195,-3.7545571,0.7206547;
1605,A,13.888315,-3.8168063,-0.0047884034;
1605,A,11.841272,-4.7098436,0.15083471;
1605,A,11.091887,-5.2293854,0.533907;
1605,A,8.036886,-6.49113,0.91458505;
1605,A,12.377574,-3.8958151,-0.6584055;
1605,A,13.119777,-3.917363,-0.8690952;
1605,A,9.633819,-3.740192,-1.3862427;
1605,A,7.742399,-3.8192005,-0.9983821;
1605,A,8.8150015,-3.041085,-1.0702082;
1605,A,8.161385,-1.5303438,-1.3383588;
1605,A,8.079982,-1.6620249,-1.2090719;
1605,A,8.668956,-0.91263974,-1.3814543;
1605,A,10.680085,-0.9293992,-1.8315643;
1605,A,9.585935,-2.3395839,-1.043872;
1605,A,12.676849,-2.420987,-1.673547;
1605,A,8.963442,-3.4217632,-0.770933;
1605,A,10.708816,-3.1607952,-0.45489833;
1605,A,9.875633,-3.8192005,-0.059855044;
1605,A,6.827814,-3.1991024,0.7015011;
1605,A,6.348974,-3.9939773,0.60812724;
1605,A,7.179762,-3.8287773,0.7206547;
1605,A,8.288278,-4.072986,1.1180922;
1605,A,9.152584,-3.9604585,0.89782566;
1605,A,13.622559,-3.5079544,0.272939;
1605,A,12.698397,-4.108899,-0.2633622;
1605,A,10.617836,-4.5159135,-0.49799395;
1605,A,10.337714,-6.49113,0.9840169;
1605,A,11.474959,-5.011513,-0.56982;
1605,A,13.864373,-3.0626328,-1.5442601;
1605,A,10.936264,-3.8766615,-1.6160861;
1605,A,8.123077,-3.8766615,-1.7022774;
1605,A,7.75437,-2.3491607,-1.388637;
1605,A,7.7112746,-2.0834043,-1.4269443;
1605,A,7.452701,-1.3890859,-1.4508862;
1605,A,8.233211,-0.9437644,-1.7836803;
1605,A,9.899575,-0.7330746,-2.3080103;
1605,A,10.433482,-1.8463784,-2.2768857;
1605,A,12.150125,-2.7537808,-1.4532804;
1605,A,10.210821,-3.407398,-1.1252748;
1605,A,10.52925,-3.823989,0.30645782;
1605,A,11.336096,-2.648436,-0.7757214;
1605,A,7.4934025,-3.5678093,0.39025488;
1605,A,5.5732527,-4.9684176,0.7230489;
1605,A,6.8517566,-3.206285,0.8475474;
1605,A,7.2587705,-3.2110734,1.2282255;
1605,A,8.364892,-3.8958151,0.830788;
1605,A,11.156531,-3.680337,0.12689269;
1605,A,13.512425,-3.491195,-0.3854665;
1605,A,11.312154,-4.2333975,-0.6775591;
1605,A,12.669666,-5.138406,-0.093373865;
1605,A,9.451859,-5.892579,-0.46686932;
1605,A,13.067104,-3.4959834,-1.5131354;
1605,A,11.252299,-4.106505,-1.6543933;
1605,A,8.410381,-3.7545571,-1.460463;
1605,A,6.8996406,-2.4784477,-1.2952632;
1605,A,6.928371,-2.9644706,-0.9720459;
1605,A,7.0217447,-1.1472715,-0.91937345;
1605,A,8.5444565,-1.5662569,-1.067814;
1605,A,10.919505,-1.5399206,-1.5514427;
1605,A,12.157308,-2.021155,-1.9393034;
1605,A,11.170897,-2.555062,-1.1611878;
1605,A,12.42067,-1.9996073,-1.5705963;
1605,A,7.9411182,-3.5127428,-0.059855044;
1605,A,10.639383,-2.4066217,0.33758244;
1605,A,9.166949,-2.0594623,0.076614454;
1605,A,6.030545,-3.1727662,0.4405331;
1605,A,5.1662383,-3.9700353,0.81642276;
1605,A,6.696133,-2.6987143,0.40701428;
1605,A,8.441506,-3.194314,0.6727707;
1605,A,9.293842,-3.857508,0.2896984;
1605,A,13.1772375,-3.9125745,0.5650316;
1605,A,13.957747,-3.7832875,-0.07182605;
1605,A,12.995278,-4.238186,0.33758244;
1605,A,10.862044,-5.8015995,1.3934253;
1605,A,8.513332,-4.5661917,0.24899697;
1605,A,12.731915,-4.3770494,-0.320823;
1605,A,10.62023,-3.7856817,-1.2234371;
1605,A,9.248352,-3.893421,-0.5674258;
1605,A,7.8860517,-3.0674212,-1.1683705;
1605,A,7.728034,-2.270152,-1.2282255;
1605,A,7.629872,-1.6261119,-1.0510546;
1605,A,7.854927,-1.6093525,-1.4460979;
1605,A,9.899575,-1.8008885,-1.3934253;
1605,A,12.765434,-1.3028946,-1.970428;
1605,A,11.113436,-2.1815667,-1.091756;
1605,A,11.439047,-2.6819549,-1.2330139;
1605,A,7.902811,-3.893421,0.4237737;
1605,A,10.340108,-2.7825112,-0.02873042;
1605,A,8.087165,-2.270152,0.17238252;
1605,A,5.977873,-3.6061168,0.34476504;
1605,A,6.360945,-3.823989,0.48362875;
1605,A,6.6267014,-3.2350154,0.8882488;
1605,A,8.261941,-2.9261634,1.1851299;
1605,A,10.51728,-3.0865748,1.1109096;
1605,A,12.662484,-3.1368532,0.89064306;
1605,A,13.5435505,-3.4744356,0.60333884;
1605,A,13.972113,-3.8096237,0.36631286;
1605,A,10.569952,-6.0218663,1.2593501;
1605,A,9.731981,-4.484789,-0.12449849;
1605,A,13.198785,-3.608511,-1.3718776;
1605,A,10.191668,-3.5486557,-1.2617443;
1605,A,7.3042603,-3.1799488,-1.3814543;
1605,A,6.586,-3.0219314,-1.2330139;
1605,A,6.858939,-2.1552305,-1.3982137;
1605,A,7.9219646,-1.6452655,-1.4173675;
1605,A,8.949077,-1.3483845,-1.6950948;
1605,A,11.611429,-0.87672675,-2.303222;
1605,A,10.993725,-2.267758,-1.8650831;
1605,A,13.478907,-2.8184242,-1.7142484;
1605,A,9.305813,-3.9724295,1.0319009;
1605,A,9.083153,-3.314024,2.3582888;
1605,A,11.077522,-3.2948704,1.6543933;
1605,A,7.0432925,-3.2134676,1.388637;
1605,A,5.317073,-3.5893574,0.7613561;
1605,A,6.121525,-2.7035027,1.1492168;
1605,A,7.0696287,-2.5694273,0.47644615;
1605,A,8.285883,-3.3738792,0.12449849;
1605,A,10.565164,-3.5893574,0.62009823;
1605,A,13.335255,-3.2852936,0.08140286;
1605,A,12.195615,-3.814412,0.49081135;
1605,A,13.251457,-4.8750434,0.81163436;
1605,A,8.558823,-6.2660747,0.9768343;
1605,A,12.250681,-4.36029,0.21068975;
1605,A,12.46137,-4.022708,-1.0199299;
1605,A,8.6952915,-4.0753803,-0.7781156;
1605,A,7.5987473,-3.6013284,-0.6536171;
1605,A,7.778312,-2.6867433,-0.8858546;
1605,A,7.742399,-1.6811785,-0.5506664;
1605,A,8.592341,-1.6309003,-0.81642276;
1605,A,9.561993,-1.3627497,-1.2569559;
1605,A,11.230751,-1.3148656,-1.7262194;
1605,A,9.875633,-2.1815667,-1.0223241;
1605,A,13.028797,-2.1911435,-1.9057846;
1605,A,8.407988,-4.1472063,-0.45489833;
1605,A,10.579529,-3.814412,0.80445176;
1605,A,10.297012,-1.9086276,0.93373865;
1605,A,6.463896,-1.9996073,1.436521;
1605,A,5.683386,-3.2445922,0.92176765;
1605,A,6.6027594,-3.6707602,1.3192052;
1605,A,7.4790373,-3.7138557,1.673547;
1605,A,8.678533,-3.9365165,1.2761095;
1605,A,11.202021,-3.7449803,0.7661445;
1605,A,13.701568,-3.0913632,-0.12449849;
1605,A,12.344055,-4.106505,-0.2873042;
1605,A,13.624953,-5.21502,0.3184288;
1605,A,7.8214083,-5.4520464,-0.107739076;
1605,A,12.375179,-3.7808933,-0.46208093;
1605,A,11.747899,-3.290082,-1.5921441;
1605,A,8.254759,-3.7856817,0.17477672;
1605,A,7.218069,-2.306065,0.16759412;
1605,A,6.904429,-2.7035027,-0.09816227;
1605,A,7.356933,-2.2294507,-0.58418524;
1605,A,8.209269,-2.0953753,-1.2737153;
1605,A,9.0376625,-1.3507787,-1.4867992;
1605,A,12.387151,-1.283741,-1.946486;
1605,A,10.397569,-2.0762217,-1.1659763;
1605,A,12.425458,-2.6053405,-1.0414777;
1605,A,8.537274,-4.049044,0.14604631;
1605,A,10.028862,-3.9580643,1.2066777;
1605,A,10.026468,-3.0339024,2.066196;
1605,A,6.8397856,-2.993201,1.7884687;
1605,A,5.815067,-3.3571198,1.8986019;
1605,A,6.269965,-3.2014966,0.9504981;
1605,A,7.701698,-3.9197571,0.93134445;
1605,A,9.049634,-2.993201,0.7398083;
1605,A,11.606641,-2.86152,0.61052144;
1605,A,13.996055,-3.6109052,-0.011971008;
1605,A,14.189984,-3.9077861,-0.32321724;
1605,A,10.514885,-5.543026,0.60812724;
1605,A,8.738387,-4.4776063,-0.12928689;
1605,A,12.020838,-3.644424,-0.79487497;
1605,A,9.904364,-3.3499372,-1.13964;
1605,A,7.72564,-3.6587892,-0.7134721;
